TIME,SEGMENT_ID,SPEED,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH,STREET_HEADING,COMMENTS,BUS_COUNT,MESSAGE_COUNT,HOUR,DAY_OF_WEEK,MONTH,RECORD_ID,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,START_LOCATION,END_LOCATION,Community Areas,Zip Codes,Wards
03/21/2018 01:01:15 AM,1305,-1,Harrison,WB,State,Canal,0.6,W,,0,0,1,4,3,1305-201803210601,41.874652,-87.627611,41.874538,-87.639487,POINT (-87.627611 41.874652),POINT (-87.639487 41.874538),38,14913,10
03/21/2018 01:01:15 AM,1306,-1,Clark,NB,Roosevelt,Harrison,0.5,S,,0,0,1,4,3,1306-201803210601,41.867374,-87.630336,41.874521,-87.630574,POINT (-87.630336 41.867374),POINT (-87.630574 41.874521),34,14913,9
03/21/2018 01:01:15 AM,1307,-1,Clark,SB,Harrison,Roosevelt,0.5,S,,0,0,1,4,3,1307-201803210601,41.874521,-87.630774,41.867374,-87.630536,POINT (-87.630774 41.874521),POINT (-87.630536 41.867374),38,14913,10
03/21/2018 01:01:15 AM,1308,-1,Harrison,EB,Canal,State,0.6,W,,0,0,1,4,3,1308-201803210601,41.874238,-87.639487,41.874452,-87.627611,POINT (-87.639487 41.874238),POINT (-87.627611 41.874452),29,14917,26
03/21/2018 01:01:15 AM,1309,23,Harrison,WB,Canal,Halsted,0.4,W,,1,1,1,4,3,1309-201803210601,41.874538,-87.639487,41.874438,-87.647125,POINT (-87.639487 41.874538),POINT (-87.647125 41.874438),29,14917,26
03/21/2018 01:01:14 AM,493,-1,Archer,EB,Narragansett,Austin,0.51,S,,0,0,1,4,3,0493-201803210601,41.79222779,-87.78178957,41.79406784,-87.77208272,POINT (-87.7817895727 41.7922277907),POINT (-87.772082715 41.7940678353),53,22268,15
03/21/2018 01:01:14 AM,494,-1,Archer,EB,Austin,Central,0.51,S,,0,0,1,4,3,0494-201803210601,41.79406784,-87.77208272,41.79557417,-87.76240302,POINT (-87.772082715 41.7940678353),POINT (-87.7624030192 41.7955741737),53,22268,6
03/21/2018 01:01:14 AM,495,-1,Archer,EB,Central,Laramie,0.51,S,,0,0,1,4,3,0495-201803210601,41.79557417,-87.76240302,41.79708861,-87.75265737,POINT (-87.7624030192 41.7955741737),POINT (-87.7526573727 41.7970886104),53,22268,6
03/21/2018 01:01:14 AM,496,-1,Archer,EB,Laramie,Cicero,0.51,S,,0,0,1,4,3,0496-201803210601,41.79708861,-87.75265737,41.79850045,-87.74290345,POINT (-87.7526573727 41.7970886104),POINT (-87.7429034455 41.7985004459),53,22268,6
03/21/2018 01:01:14 AM,930,-1,Milwaukee,NW,Armitage,Fullerton,0.79,N,,0,0,1,4,3,0930-201803210601,41.91756851,-87.6883646,41.92478966,-87.70022285,POINT (-87.6883646017 41.9175685137),POINT (-87.7002228515 41.9247896604),23,22535,41
03/21/2018 01:01:14 AM,931,-1,Milwaukee,NW,Peterson,Devon,0.61,N,,0,0,1,4,3,0931-201803210601,41.99019463,-87.78085064,41.9973513,-87.78770639,POINT (-87.7808506377 41.9901946296),POINT (-87.7877063878 41.9973513029),36,22532,38
03/21/2018 01:01:14 AM,932,-1,Milwaukee,NW,Devon,Touhy,1.2,N,,0,0,1,4,3,0932-201803210601,41.9973513,-87.78770639,42.01196857,-87.80093906,POINT (-87.7877063878 41.9973513029),POINT (-87.8009390602 42.0119685688),36,22243,29
03/21/2018 01:01:14 AM,933,-1,Milwaukee,SE,Chicago,Kinzie,0.76,N,,0,0,1,4,3,0933-201803210601,41.89623552,-87.65556565,41.88902226,-87.64450038,POINT (-87.6555656519 41.8962355211),POINT (-87.6445003767 41.8890222586),25,22620,46
03/21/2018 01:01:14 AM,934,-1,Milwaukee,SE,Division,Chicago,0.75,N,,0,0,1,4,3,0934-201803210601,41.90334299,-87.66664594,41.89623552,-87.65556565,POINT (-87.666645935 41.903342994),POINT (-87.6555656519 41.8962355211),25,22620,11
03/21/2018 01:01:14 AM,935,-1,Milwaukee,SE,North Ave,Division,0.75,N,,0,0,1,4,3,0935-201803210601,41.91047763,-87.67768298,41.90334299,-87.66664594,POINT (-87.6776829823 41.9104776279),POINT (-87.666645935 41.903342994),25,21560,11
03/21/2018 01:01:14 AM,936,-1,Milwaukee,SE,Armitage,North Ave,0.75,N,,0,0,1,4,3,0936-201803210601,41.91757058,-87.68873201,41.91047763,-87.67768298,POINT (-87.6887320123 41.9175705769),POINT (-87.6776829823 41.9104776279),23,22535,41
03/21/2018 01:01:14 AM,937,-1,Milwaukee,SE,Fullerton,Armitage,0.79,N,,0,0,1,4,3,0937-201803210601,41.92479169,-87.70059031,41.91757058,-87.68873201,POINT (-87.700590308 41.9247916859),POINT (-87.6887320123 41.9175705769),23,22535,41
03/21/2018 01:01:14 AM,938,-1,Milwaukee,SE,Diversey,Fullerton,0.79,N,,0,0,1,4,3,0938-201803210601,41.93195317,-87.71243366,41.92479169,-87.70059031,POINT (-87.7124336581 41.9319531692),POINT (-87.700590308 41.9247916859),23,22535,12
03/21/2018 01:01:14 AM,939,-1,Milwaukee,SE,Belmont,Diversey,0.78,N,,0,0,1,4,3,0939-201803210601,41.93914251,-87.72413409,41.93195317,-87.71243366,POINT (-87.7241340948 41.9391425051),POINT (-87.7124336581 41.9319531692),22,21538,21
03/21/2018 01:01:14 AM,940,-1,Milwaukee,SE,Addison,Belmont,0.78,N,,0,0,1,4,3,0940-201803210601,41.94624508,-87.73581073,41.93914251,-87.72413409,POINT (-87.7358107254 41.9462450778),POINT (-87.7241340948 41.9391425051),16,22618,21
03/21/2018 01:01:14 AM,941,-1,Milwaukee,SE,Irving Park,Addison,0.78,N,,0,0,1,4,3,0941-201803210601,41.95341961,-87.74747112,41.94624508,-87.73581073,POINT (-87.7474711222 41.9534196096),POINT (-87.7358107254 41.9462450778),15,22618,50
03/21/2018 01:01:14 AM,942,23,Milwaukee,SE,Montrose,Irving Park,0.62,N,,1,1,1,4,3,0942-201803210601,41.9606343,-87.75467303,41.95341961,-87.74747112,POINT (-87.7546730264 41.960634303),POINT (-87.7474711222 41.9534196096),15,22618,50
03/21/2018 01:01:14 AM,943,-1,Milwaukee,SE,Lawrence,Montrose,0.59,N,,0,0,1,4,3,0943-201803210601,41.96784533,-87.76095888,41.9606343,-87.75467303,POINT (-87.7609588782 41.9678453326),POINT (-87.7546730264 41.960634303),11,21869,50
03/21/2018 01:01:14 AM,944,20,Milwaukee,SE,Foster,Lawrence,0.65,N,,1,3,1,4,3,0944-201803210601,41.97565606,-87.7679224,41.96784533,-87.76095888,POINT (-87.7679223953 41.9756560558),POINT (-87.7609588782 41.9678453326),11,21869,50
03/21/2018 01:01:14 AM,945,-1,Milwaukee,SE,Bryn Mawr,Foster,0.61,N,,0,0,1,4,3,0945-201803210601,41.98291682,-87.77454705,41.97565606,-87.7679224,POINT (-87.7745470464 41.9829168191),POINT (-87.7679223953 41.9756560558),11,21869,50
03/21/2018 01:01:14 AM,946,-1,Milwaukee,SE,Peterson,Bryn Mawr,0.61,N,,0,0,1,4,3,0946-201803210601,41.9901964,-87.78121846,41.98291682,-87.77454705,POINT (-87.7812184608 41.9901963992),POINT (-87.7745470464 41.9829168191),36,22532,38
03/21/2018 01:01:14 AM,947,-1,Milwaukee,SE,Devon,Peterson,0.61,N,,0,0,1,4,3,0947-201803210601,41.99735305,-87.78807425,41.9901964,-87.78121846,POINT (-87.7880742452 41.9973530508),POINT (-87.7812184608 41.9901963992),36,22243,29
03/21/2018 01:01:14 AM,948,-1,Milwaukee,SE,Touhy,Devon,1.2,N,,0,0,1,4,3,0948-201803210601,42.01196857,-87.80143906,41.99735305,-87.78807425,POINT (-87.8014390602 42.0119685688),POINT (-87.7880742452 41.9973530508),,4456,
03/21/2018 01:01:14 AM,949,-1,Washington,WB,Western,California,0.5,W,,0,0,1,4,3,0949-201803210601,41.88313341,-87.68648318,41.88303493,-87.69633369,POINT (-87.686483181 41.8831334079),POINT (-87.696333691 41.8830349349),29,21184,46
03/21/2018 01:01:14 AM,950,-1,Washington,WB,California,Kedzie,0.5,W,,0,0,1,4,3,0950-201803210601,41.88303493,-87.69633369,41.88293153,-87.70616912,POINT (-87.696333691 41.8830349349),POINT (-87.7061691246 41.8829315251),28,21184,46
03/21/2018 01:01:14 AM,954,-1,Ohio,EB,Orleans,LaSalle,0.23,W,Oneway,0,0,1,4,3,0954-201803210601,41.89238166,-87.63704756,41.89241451,-87.63257264,POINT (-87.637047557 41.8923816602),POINT (-87.6325726363 41.8924145112),37,4446,36
03/21/2018 01:01:14 AM,955,-1,Ohio,EB,LaSalle,State,0.23,W,Oneway,0,0,1,4,3,0955-201803210601,41.89241451,-87.63257264,41.892447,-87.62807094,POINT (-87.6325726363 41.8924145112),POINT (-87.6280709409 41.8924469959),37,4446,36
03/21/2018 01:01:14 AM,956,-1,Ohio,EB,State,Michigan,0.2,E,Oneway,0,0,1,4,3,0956-201803210601,41.892447,-87.62807094,41.89254301,-87.62415795,POINT (-87.6280709409 41.8924469959),POINT (-87.6241579489 41.8925430126),37,21182,36
03/21/2018 01:01:14 AM,957,-1,Ohio,EB,Michigan,Fairbanks,0.2,E,Oneway,0,0,1,4,3,0957-201803210601,41.89254301,-87.62415795,41.89259905,-87.62027224,POINT (-87.6241579489 41.8925430126),POINT (-87.6202722384 41.8925990544),37,21182,36
03/21/2018 01:01:14 AM,960,-1,Ontario,WB,Fairbanks,Michigan,0.2,E,Oneway,0,0,1,4,3,0960-201803210601,41.89342861,-87.62028586,41.893324,-87.62422064,POINT (-87.6202858565 41.8934286118),POINT (-87.6242206362 41.8933239978),37,21182,36
03/21/2018 01:01:14 AM,961,-1,Ontario,WB,Michigan,State,0.2,E,Oneway,0,0,1,4,3,0961-201803210601,41.893324,-87.62422064,41.89326837,-87.62811079,POINT (-87.6242206362 41.8933239978),POINT (-87.6281107904 41.8932683712),37,21182,36
03/21/2018 01:01:14 AM,962,-1,Ontario,WB,State,LaSalle,0.23,E,Oneway,0,0,1,4,3,0962-201803210601,41.89326837,-87.62811079,41.89320277,-87.63263645,POINT (-87.6281107904 41.8932683712),POINT (-87.6326364483 41.8932027711),37,21182,36
03/21/2018 01:01:14 AM,966,-1,Pershing,EB,Western,Damen,0.5,W,,0,0,1,4,3,0966-201803210601,41.82297531,-87.6849,41.82304972,-87.67507424,POINT (-87.6849 41.82297531),POINT (-87.67507424 41.82304972),55,14924,1
03/21/2018 01:01:14 AM,967,-1,Pershing,EB,Damen,Ashland,0.5,W,,0,0,1,4,3,0967-201803210601,41.82304972,-87.67507424,41.82307531,-87.66551,POINT (-87.67507424 41.82304972),POINT (-87.66551 41.82307531),59,14924,1
03/21/2018 01:01:14 AM,968,-1,Pershing,EB,Ashland,Halsted,1,W,,0,0,1,4,3,0968-201803210601,41.82307531,-87.66551,41.82339009,-87.64595204,POINT (-87.66551 41.82307531),POINT (-87.64595204 41.82339009),59,14924,1
03/21/2018 01:01:14 AM,969,-1,Pershing,EB,Halsted,Dan Ryan Expy,0.8,W,,0,0,1,4,3,0969-201803210601,41.82339009,-87.64595204,41.82371453,-87.63050842,POINT (-87.64595204 41.82339009),POINT (-87.63050842 41.82371453),59,14924,48
03/21/2018 01:01:14 AM,970,-1,Pershing,EB,Dan Ryan Expy,State,0.38,W,,0,0,1,4,3,0970-201803210601,41.82371453,-87.63050842,41.82381853,-87.62644842,POINT (-87.63050842 41.82371453),POINT (-87.62644842 41.82381853),35,14924,9
03/21/2018 01:01:14 AM,971,-1,Pershing,EB,State,Dr Martin L King Jr,0.54,E,,0,0,1,4,3,0971-201803210601,41.82381853,-87.62644842,41.82387853,-87.61699842,POINT (-87.62644842 41.82381853),POINT (-87.61699842 41.82387853),1,14924,9
03/21/2018 01:01:14 AM,972,-1,Pershing,EB,Dr Martin L King Jr,Cottage Grove,0.52,E,,0,0,1,4,3,0972-201803210601,41.82387853,-87.61699842,41.82387853,-87.60689442,POINT (-87.61699842 41.82387853),POINT (-87.60689442 41.82387853),1,4301,9
03/21/2018 01:01:14 AM,976,-1,Pershing,WB,Halsted,Ashland,1,W,,0,0,1,4,3,0976-201803210601,41.82359009,-87.64595204,41.82327531,-87.66551,POINT (-87.64595204 41.82359009),POINT (-87.66551 41.82327531),58,14924,48
03/21/2018 01:01:14 AM,977,-1,Pershing,WB,Dan Ryan Expy,Halsted,0.8,W,,0,0,1,4,3,0977-201803210601,41.82391453,-87.63050842,41.82359009,-87.64595204,POINT (-87.63050842 41.82391453),POINT (-87.64595204 41.82359009),35,14924,9
03/21/2018 01:01:14 AM,978,-1,Pershing,WB,State,Dan Ryan Expy,0.38,W,,0,0,1,4,3,0978-201803210601,41.82401853,-87.62644842,41.82391453,-87.63050842,POINT (-87.62644842 41.82401853),POINT (-87.63050842 41.82391453),1,14924,9
03/21/2018 01:01:14 AM,979,-1,Pershing,WB,Dr Martin L King Jr,State,0.54,E,,0,0,1,4,3,0979-201803210601,41.82407853,-87.61699842,41.82401853,-87.62644842,POINT (-87.61699842 41.82407853),POINT (-87.62644842 41.82401853),1,4301,10
03/21/2018 01:01:14 AM,980,-1,Pershing,WB,Cottage Grove,Dr Martin L King Jr,0.52,E,,0,0,1,4,3,0980-201803210601,41.82407853,-87.60689442,41.82407853,-87.61699842,POINT (-87.60689442 41.82407853),POINT (-87.61699842 41.82407853),2,4301,10
03/21/2018 01:01:14 AM,985,-1,Torrence,SB,107th,112th,0.62,S,,0,0,1,4,3,0985-201803210601,41.7009777,-87.5597578,41.69194211,-87.55964533,POINT (-87.5597578004 41.700977697),POINT (-87.559645328 41.6919421101),48,21202,47
03/21/2018 01:01:14 AM,986,-1,Torrence,SB,103rd,107th,0.5,S,,0,0,1,4,3,0986-201803210601,41.70816921,-87.55984874,41.7009777,-87.5597578,POINT (-87.5598487355 41.7081692089),POINT (-87.5597578004 41.700977697),48,21202,37
03/21/2018 01:01:14 AM,987,-1,Torrence,SB,99th,103rd,0.5,S,,0,0,1,4,3,0987-201803210601,41.7154067,-87.5599585,41.70816921,-87.55984874,POINT (-87.5599585029 41.7154067044),POINT (-87.5598487355 41.7081692089),48,21202,47
03/21/2018 01:01:14 AM,994,-1,Touhy,EB,Oriole,Harlem,0.5,W,,0,0,1,4,3,0994-201803210601,42.01132191,-87.81632773,42.01157945,-87.80657824,POINT (-87.8163277341 42.0113219108),POINT (-87.8065782442 42.0115794459),77,22243,29
03/21/2018 01:01:14 AM,997,-1,Touhy,EB,Caldwell,Lehigh,0.79,W,outside city limits,0,0,1,4,3,0997-201803210601,42.0118013,-87.7888441,42.01172704,-87.77340856,POINT (-87.788844102 42.0118012997),POINT (-87.7734085578 42.0117270439),,4456,
03/21/2018 01:01:14 AM,1000,-1,Touhy,EB,Crawford,Kedzie,1,W,outside city limits,0,0,1,4,3,1000-201803210601,42.01159851,-87.72859889,42.01171965,-87.70905674,POINT (-87.7285988897 42.0115985088),POINT (-87.7090567368 42.0117196518),,4455,
03/21/2018 01:01:14 AM,1001,-1,Touhy,EB,Kedzie,California,0.47,W,,0,0,1,4,3,1001-201803210601,42.01171965,-87.70905674,42.01197638,-87.69974663,POINT (-87.7090567368 42.0117196518),POINT (-87.6997466265 42.0119763841),20,22528,27
03/21/2018 01:01:14 AM,1003,-1,Touhy,EB,Western,Ridge,0.36,W,,0,0,1,4,3,1003-201803210601,42.01216289,-87.69024229,42.01210537,-87.68306729,POINT (-87.6902422854 42.0121628852),POINT (-87.6830672906 42.0121053665),20,22528,27
03/21/2018 01:01:14 AM,1052,-1,Washington,EB,Racine,Halsted,0.47,W,,0,0,1,4,3,1052-201803210601,41.8829113,-87.65666699,41.88303156,-87.64740477,POINT (-87.6566669933 41.8829113042),POINT (-87.647404773 41.883031561),29,14917,26
03/21/2018 01:01:14 AM,1053,23,Washington,EB,Halsted,Wacker,0.53,W,,1,4,1,4,3,1053-201803210601,41.88303156,-87.64740477,41.88314431,-87.63702646,POINT (-87.647404773 41.883031561),POINT (-87.6370264614 41.883144306),29,4452,46
03/21/2018 01:01:14 AM,1054,23,Washington,EB,Wacker,Michigan,0.64,W,,4,23,1,4,3,1054-201803210601,41.88314431,-87.63702646,41.88319861,-87.62442391,POINT (-87.6370264614 41.883144306),POINT (-87.6244239148 41.8831986058),38,14914,36
03/21/2018 01:01:14 AM,1055,-1,Randolph,WB,Lake Shore Dr,Columbus,0.32,E,,0,0,1,4,3,1055-201803210601,41.88451807,-87.61435627,41.884652,-87.62064194,POINT (-87.6143562664 41.8845180727),POINT (-87.6206419402 41.8846520046),38,14309,36
03/21/2018 01:01:14 AM,1056,-1,Randolph,WB,Columbus,Michigan,0.19,E,,0,0,1,4,3,1056-201803210601,41.884652,-87.62064194,41.88460865,-87.62445019,POINT (-87.6206419402 41.8846520046),POINT (-87.6244501884 41.8846086464),38,14309,36
03/21/2018 01:01:14 AM,1057,22,Randolph,WB,Michigan,Wacker,0.65,E,,1,1,1,4,3,1057-201803210601,41.88460865,-87.62445019,41.8845987,-87.63706854,POINT (-87.6244501884 41.8846086464),POINT (-87.637068542 41.8845986991),38,14309,36
03/20/2018 11:01:09 PM,453,18,79th,WB,Racine,Ashland,0.5,W,,1,6,23,3,3,0453-201803210401,41.75058916,-87.65369301,41.75056524,-87.66346869,POINT (-87.6536930095 41.7505891635),POINT (-87.6634686872 41.7505652402),70,21554,31
03/20/2018 11:01:09 PM,454,-1,79th,WB,Halsted,Racine,0.5,W,,0,0,23,3,3,0454-201803210401,41.75077524,-87.64397017,41.75058916,-87.65369301,POINT (-87.6439701738 41.7507752434),POINT (-87.6536930095 41.7505891635),70,21554,31
03/20/2018 11:01:08 PM,27,33,Pulaski,NB,79th,71st,1,S,,2,12,23,3,3,0027-201803210401,41.74956953,-87.72173116,41.76409928,-87.7223094,POINT (-87.7217311602 41.7495695299),POINT (-87.7223094048 41.7640992823),69,4300,30
03/20/2018 11:01:08 PM,28,31,Pulaski,NB,71st,67th,0.5,S,,1,4,23,3,3,0028-201803210401,41.76409928,-87.7221716,41.77137298,-87.72246177,POINT (-87.7221715979 41.7640992823),POINT (-87.7224617677 41.7713729793),63,21867,15
03/20/2018 11:01:08 PM,29,38,Pulaski,NB,67th,63rd,0.5,S,,1,5,23,3,3,0029-201803210401,41.77137298,-87.72239278,41.77865726,-87.72264588,POINT (-87.7223927753 41.7713729793),POINT (-87.722645881 41.7786572624),63,21867,15
03/20/2018 11:01:08 PM,30,34,Pulaski,NB,63rd,59th,0.5,S,,1,7,23,3,3,0030-201803210401,41.77865726,-87.72257679,41.7859356,-87.72284717,POINT (-87.7225767893 41.7786572624),POINT (-87.7228471654 41.7859356046),63,21867,15
03/20/2018 11:01:08 PM,31,16,Pulaski,NB,59th,55th,0.5,S,,1,3,23,3,3,0031-201803210401,41.7859356,-87.72277814,41.79320342,-87.72304453,POINT (-87.722778136 41.7859356046),POINT (-87.7230445278 41.7932034198),63,21867,6
03/20/2018 11:01:08 PM,32,-1,Pulaski,NB,55th,Archer,0.62,S,,0,0,23,3,3,0032-201803210401,41.79320342,-87.7229756,41.80231647,-87.72332735,POINT (-87.7229756027 41.7932034198),POINT (-87.7233273471 41.802316468),60,22248,15
03/20/2018 11:01:08 PM,33,-1,Pulaski,NB,Archer,47th,0.38,S,,0,0,23,3,3,0033-201803210401,41.80231647,-87.72324094,41.80788265,-87.723456,POINT (-87.7232409373 41.802316468),POINT (-87.7234560048 41.8078826502),54,22248,8
03/20/2018 11:01:08 PM,34,-1,Pulaski,NB,47th,43rd,0.5,S,,0,0,23,3,3,0034-201803210401,41.80788265,-87.72340323,41.81519452,-87.7237478,POINT (-87.7234032253 41.8078826502),POINT (-87.7237477951 41.8151945196),54,22248,8
03/20/2018 11:01:08 PM,35,-1,Pulaski,NB,43rd,I-55 Expy,0.53,S,,0,0,23,3,3,0035-201803210401,41.81519452,-87.72367848,41.82298978,-87.72394088,POINT (-87.7236784823 41.8151945196),POINT (-87.723940876 41.8229897759),54,22248,8
03/20/2018 11:01:08 PM,36,-1,Pulaski,NB,I-55 Expy,31st,0.95,S,,0,0,23,3,3,0036-201803210401,41.82298978,-87.72386698,41.83688129,-87.72429876,POINT (-87.7238669791 41.8229897759),POINT (-87.7242987603 41.8368812942),54,22248,8
03/20/2018 11:01:08 PM,37,24,Pulaski,NB,31st,26th,0.5,S,,2,5,23,3,3,0037-201803210401,41.83688129,-87.72416709,41.84425419,-87.72443965,POINT (-87.7241670914 41.8368812942),POINT (-87.7244396463 41.8442541875),32,21569,28
03/20/2018 11:01:08 PM,38,22,Pulaski,NB,26th,Cermak,0.5,S,,1,7,23,3,3,0038-201803210401,41.84425419,-87.72436976,41.85154559,-87.72464421,POINT (-87.7243697591 41.8442541875),POINT (-87.7246442132 41.8515455888),32,21569,28
03/20/2018 11:01:08 PM,39,25,Pulaski,NB,Cermak,16th,0.5,S,,1,10,23,3,3,0039-201803210401,41.85154559,-87.7245751,41.85886735,-87.72484089,POINT (-87.7245751041 41.8515455888),POINT (-87.7248408908 41.8588673534),30,21569,28
03/20/2018 11:01:08 PM,40,23,Pulaski,NB,16th,Roosevelt,0.5,S,,1,8,23,3,3,0040-201803210401,41.85886735,-87.7247715,41.86617116,-87.72505615,POINT (-87.724771498 41.8588673534),POINT (-87.7250561494 41.8661711575),30,21569,14
03/20/2018 11:01:08 PM,41,24,Pulaski,NB,Roosevelt,Van Buren,0.62,S,,1,4,23,3,3,0041-201803210401,41.86617116,-87.72498693,41.87527538,-87.72538133,POINT (-87.7249869344 41.8661711575),POINT (-87.7253813295 41.8752753838),30,21572,14
03/20/2018 11:01:08 PM,42,18,Pulaski,NB,Van Buren,Washington,0.46,S,,1,10,23,3,3,0042-201803210401,41.87527538,-87.72529507,41.88193647,-87.72558631,POINT (-87.7252950746 41.8752753838),POINT (-87.7255863086 41.8819364677),27,21572,23
03/20/2018 11:01:08 PM,43,19,Pulaski,NB,Washington,Lake,0.24,N,,1,3,23,3,3,0043-201803210401,41.88193647,-87.72552321,41.88546585,-87.72565466,POINT (-87.7255232056 41.8819364677),POINT (-87.7256546637 41.8854658549),27,21572,23
03/20/2018 11:01:08 PM,44,18,Pulaski,NB,Lake,Chicago,0.68,N,,1,12,23,3,3,0044-201803210401,41.88546585,-87.72562123,41.89536668,-87.72599063,POINT (-87.7256212259 41.8854658549),POINT (-87.725990629 41.8953666789),27,21572,45
03/20/2018 11:01:08 PM,45,-1,Pulaski,NB,Chicago,Division,0.5,N,,0,0,23,3,3,0045-201803210401,41.89536668,-87.72589685,41.90267048,-87.72618845,POINT (-87.7258968524 41.8953666789),POINT (-87.7261884496 41.9026704832),24,21572,45
03/20/2018 11:01:08 PM,46,-1,Pulaski,NB,Division,Grand,0.24,N,,0,0,23,3,3,0046-201803210401,41.90267048,-87.72611927,41.90615506,-87.72625703,POINT (-87.7261192748 41.9026704832),POINT (-87.7262570347 41.9061550576),24,4299,45
03/20/2018 11:01:08 PM,47,-1,Pulaski,NB,Grand,North Ave,0.5,N,,0,0,23,3,3,0047-201803210401,41.90615506,-87.72622403,41.90988572,-87.72618238,POINT (-87.7262240305 41.9061550576),POINT (-87.7261823777 41.9098857185),24,4299,49
03/20/2018 11:01:08 PM,48,-1,Pulaski,NB,North Ave,Armitage,0.5,N,,0,0,23,3,3,0048-201803210401,41.90988572,-87.72614702,41.91716519,-87.72644421,POINT (-87.7261470243 41.9098857185),POINT (-87.7264442053 41.9171651852),24,22615,49
03/20/2018 11:01:08 PM,49,25,Pulaski,NB,Armitage,Fullerton,0.5,N,,1,10,23,3,3,0049-201803210401,41.91716519,-87.72637526,41.92448299,-87.72665417,POINT (-87.7263752552 41.9171651852),POINT (-87.7266541696 41.9244829851),21,22535,49
03/20/2018 11:01:08 PM,50,25,Pulaski,NB,Fullerton,Diversey,0.5,N,,1,6,23,3,3,0050-201803210401,41.92448299,-87.72658486,41.93178939,-87.72686416,POINT (-87.7265848616 41.9244829851),POINT (-87.726864157 41.9317893922),23,22615,12
03/20/2018 11:01:08 PM,51,23,Pulaski,NB,Diversey,Milwaukee,0.65,N,,1,13,23,3,3,0051-201803210401,41.93178939,-87.72679496,41.94116684,-87.72715168,POINT (-87.726794963 41.9317893922),POINT (-87.7271516758 41.9411668426),23,22535,17
03/20/2018 11:01:08 PM,52,21,Pulaski,NB,Milwaukee,Irving Park,0.85,N,,1,6,23,3,3,0052-201803210401,41.94116684,-87.72706288,41.95364682,-87.7275515,POINT (-87.7270628829 41.9411668426),POINT (-87.727551496 41.9536468185),22,22618,21
03/20/2018 11:01:08 PM,53,-1,Pulaski,NB,Irving Park,Elston,0.4,N,,0,0,23,3,3,0053-201803210401,41.95364682,-87.72743336,41.95961283,-87.72766174,POINT (-87.7274333564 41.9536468185),POINT (-87.7276617396 41.9596128313),16,22618,50
03/20/2018 11:01:08 PM,54,-1,Pulaski,NB,Elston,Lawrence,0.6,N,,0,0,23,3,3,0054-201803210401,41.95961283,-87.72760526,41.96824133,-87.72792539,POINT (-87.7276052579 41.9596128313),POINT (-87.7279253868 41.9682413338),16,22618,38
03/20/2018 11:01:08 PM,55,-1,Pulaski,NB,Lawrence,Foster,0.5,N,,0,0,23,3,3,0055-201803210401,41.96824133,-87.72784371,41.97553104,-87.72811852,POINT (-87.727843711 41.9682413338),POINT (-87.7281185167 41.9755310394),14,21849,12
03/20/2018 11:01:08 PM,56,-1,Pulaski,NB,Foster,Bryn Mawr,0.5,N,,0,0,23,3,3,0056-201803210401,41.97553104,-87.72804952,41.98283056,-87.72831777,POINT (-87.7280495172 41.9755310394),POINT (-87.7283177717 41.9828305605),14,21849,38
03/20/2018 11:01:08 PM,57,28,Pulaski,NB,Bryn Mawr,Peterson,0.5,N,,1,1,23,3,3,0057-201803210401,41.98283056,-87.72831777,41.98865202,-87.72831777,POINT (-87.7283177717 41.9828305605),POINT (-87.7283177717 41.988652019),13,21869,38
03/20/2018 11:01:08 PM,59,35,Pulaski,SB,107th,111th,0.5,S,IDOT Signals possible in this segment,1,1,23,3,3,0059-201803210401,41.69856502,-87.72087693,41.69127154,-87.72053283,POINT (-87.7208769338 41.6985650226),POINT (-87.7205328337 41.6912715426),,10408,
03/20/2018 11:01:08 PM,60,30,Pulaski,SB,103rd,107th,0.5,S,IDOT Signals possible in this segment,1,6,23,3,3,0060-201803210401,41.70590579,-87.72115711,41.69856502,-87.72087693,POINT (-87.7211571147 41.7059057937),POINT (-87.7208769338 41.6985650226),,10408,
03/20/2018 11:01:08 PM,61,30,Pulaski,SB,99th,103rd,0.5,S,IDOT Signals possible in this segment,1,4,23,3,3,0061-201803210401,41.71317476,-87.72137437,41.70590579,-87.72115711,POINT (-87.7213743744 41.7131747577),POINT (-87.7211571147 41.7059057937),,10408,
03/20/2018 11:01:08 PM,62,29,Pulaski,SB,95th,99th,0.5,S,Outside City,1,7,23,3,3,0062-201803210401,41.72053902,-87.72159081,41.71317476,-87.72137437,POINT (-87.7215908065 41.7205390182),POINT (-87.7213743744 41.7131747577),,10408,
03/20/2018 11:01:08 PM,63,35,Pulaski,SB,91st,95th,0.5,S,Outside City,1,9,23,3,3,0063-201803210401,41.72792793,-87.72196607,41.72053902,-87.72159081,POINT (-87.721966073 41.7279279345),POINT (-87.7215908065 41.7205390182),,10412,
03/20/2018 11:01:08 PM,64,35,Pulaski,SB,87th,91st,0.5,S,Outside City,1,3,23,3,3,0064-201803210401,41.73486055,-87.72167768,41.72792793,-87.72196607,POINT (-87.7216776788 41.7348605537),POINT (-87.721966073 41.7279279345),69,10412,30
